,Product,Overall Stars,Number of Reviews,Price,Title of Review,Name,Individual Review,Location,Product Description,State,Review,Helpful,Date
31075,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,Beautiful and practical,N. Smith,5.0,United Kingdom,,Verified Purchase,Beautiful planner with plenty of space for my endless to do lists,2,2020-02-05
31076,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,LOVE LOVE SO PRETTY,Laurax,5.0,United Kingdom,,Verified Purchase,LOVE THIS! so pretty & lots of writing space for my business planning,0,2020-02-16
31078,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,Great,Mrs. L. C. Hills,5.0,United Kingdom,,Verified Purchase,Purchased as a gift and they loved it,0,2020-01-12
31079,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,I like it,Weronika,5.0,United Kingdom,,Verified Purchase,Cute and practical,1,2020-01-29
31081,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,Good value,Amazon Customer,5.0,United Kingdom,,Verified Purchase,Good quality and pretty pages.Exactly what I was looking for,0,2020-02-20
31082,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,Great quality,JD—-,5.0,United Kingdom,,Verified Purchase,Lovely product great quality,0,2020-02-08
31083,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,Great purchase!,Kimberley McEwan,5.0,United Kingdom,,Verified Purchase,"Great product, all the bits in it you need. Lots of different places to plan the month, the week and the year! Love it!",0,2020-03-04
31085,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,Excellent,Kayleigh davies,5.0,United Kingdom,,Verified Purchase,Excellent little planner exactly what I needed to jot down my todos and plan out my days,0,2019-12-17
31086,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,Lovely diary,Sarah Paflin,5.0,United Kingdom,,Verified Purchase,Fantastic diary has everything thing,0,2020-02-25
31090,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,Excellent and well made-great packaging too.,Marksmith,5.0,United Kingdom,,Verified Purchase,"Bought as a present, well made attractive piece of kit, will get daily use-thank you. Just one question-can I order extra stickers??",0,2019-12-26
31092,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,Such a lovely diary and is very useful. Great way to organise your life a little,Lauren M.,5.0,United Kingdom,,Verified Purchase,"Such a pretty diary and it’s so useful, so happy with my purchase. Definitely worth the money.",0,2020-03-18
31095,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,Great planner,Megan Conway,5.0,United Kingdom,,Verified Purchase,Brilliant great planner will definitely get one again,0,2020-02-26
31096,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,Great planner,Sarah Gardner,5.0,United Kingdom,,Verified Purchase,Excellent planner with monthly and weekly pages as well as enough space to set goals and track progress of different things,0,2019-12-15
31098,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,Clear and concise,Donna,5.0,United Kingdom,,Verified Purchase,Solid and pretty x will be ordering again,0,2019-12-23
31100,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,Perfect!,Amazon Customer,5.0,United Kingdom,,Verified Purchase,"Amazing quality, fast delivery and has me all ready for 2020",0,2019-12-29
31101,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,Bit expensive but excellent quality,Amazon Customer,5.0,United Kingdom,,Verified Purchase,Great diary for organising various things,0,2020-01-04
31103,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,Organised.,Rebecca Southall,5.0,United Kingdom,,Verified Purchase,A great every day tool to have.,0,2020-02-10
31104,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,Easy to use,Scarlett Goldstraw-Davis,5.0,United Kingdom,,Verified Purchase,Very useful and if anything has too many sub sections which I love 💗,0,2019-12-29
31105,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,Diary review,K. O'leary,4.0,United Kingdom,,,"Nice looking diary, just a bit expensive",1,2019-12-30
31106,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,Love love love,Nikki Reed,5.0,United Kingdom,,Verified Purchase,Perfect diary so cute,0,2019-12-08
31110,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,Excellent,Violeta,5.0,United Kingdom,,Verified Purchase,I love it. The colour it’s so nice and everything is well separated,0,2019-12-29
31142,"Medela Women's Easy Expression Bustier - for Comfortable, Hands-Free Breast Pumping, Compatible with All Medela Breast Pumps",4.4,3707,20.99,Messy to take off after pumping,Amazon Customer,3.0,United Kingdom,Colour Name: BlackSize Name: M,Verified Purchase,"I was a bit disappointed with this. I love my medela pump and I adore their sleep bras so I thought this would be perfect for pumping at work, but the problem arises when you want to take it off but have bottles full of milk attached. The best solution is to un screw the bottles then take off the bra, but I found the flanges leaked the last drops of milk onto me and the whole experience is messy. I don’t know what the alternative solution is for a pumping bra but I don’t bother and just hold the pump.",0,2020-02-07
31144,"Medela Women's Easy Expression Bustier - for Comfortable, Hands-Free Breast Pumping, Compatible with All Medela Breast Pumps",4.4,3707,20.99,"Sizing chart is all wrong, zipper hard to close, but does work",Amber,2.0,United Kingdom,Colour Name: WhiteSize Name: M,Verified Purchase,"The sizing chart had me comfortably as medium, but the bra was nearly impossible to get on.  The zipper + stretch is a BAD combination and the zipper is nearly impossible to get up.  Once I did get it on though (after a 15 minute struggle) it did work and did fit OK.  Either their sizing chart is wrong or the zipper design is just bad.  May spring for a different brand.",1,2019-12-26
31179,"Medela Women's Easy Expression Bustier - for Comfortable, Hands-Free Breast Pumping, Compatible with All Medela Breast Pumps",4.4,3707,20.99,A must have,Mei Lim,5.0,United Kingdom,Colour Name: WhiteSize Name: S,Verified Purchase,"I don’t often write a review but this is an absolute must have especially if you pump a lotYou can save so much time by going hands free and multi task at the same time - like I’ve done the laundry, eaten my meals etc. Also my hands/wrists were starting to ache from holding the pump/bottles so this has been an absolute god send",0,2020-01-24
31182,"Medela Women's Easy Expression Bustier - for Comfortable, Hands-Free Breast Pumping, Compatible with All Medela Breast Pumps",4.4,3707,20.99,Brilliant - a life saver!,Amy G.,5.0,United Kingdom,Colour Name: WhiteSize Name: M,Verified Purchase,"I don't normally leave reviews but felt compelled to with this nursing bra because it is an absolute life saver. I use the Medela electric pump, and was finding it to be an absolute pain because if you slip just slightly you spill valuable milk, plus your hands are glued to the pumps so you are incapacitated for however long you pump for. This bra means you have your hands back and you don't spill milk. The fit is snug but really comfortable and most importantly keeps the flanges in place. I am a 36C and got a medium. I highly highly recommend for your sanity as well as freedom!",0,2020-02-13
31205,"Medela Women's Easy Expression Bustier - for Comfortable, Hands-Free Breast Pumping, Compatible with All Medela Breast Pumps",4.4,3707,20.99,Good but more options please,Jazz,4.0,United Kingdom,Colour Name: WhiteSize Name: L,Verified Purchase,"It would benefit from adjustable clips like a normal bra as even though we purchased a large, maybe more sizes should be available as at the time of requirement the breast are very sensitive to pressure",0,2020-01-12
31221,"Medela Women's Easy Expression Bustier - for Comfortable, Hands-Free Breast Pumping, Compatible with All Medela Breast Pumps",4.4,3707,20.99,A must for breast pumpers,Tt imagine,5.0,United Kingdom,Colour Name: BlackSize Name: L,Verified Purchase,"Absolutely a must buy if you have a double electric breast pump. Makes the process so effortless. This is brilliant, love it. Might get another one as a spare!",0,2020-03-05
31230,"Medela Women's Easy Expression Bustier - for Comfortable, Hands-Free Breast Pumping, Compatible with All Medela Breast Pumps",4.4,3707,20.99,Tight fit,Mrs Maureen Ross-Hamilton,4.0,United Kingdom,Colour Name: BlackSize Name: L,Verified Purchase,"I guess its a tight fit, as to hold the cups in placeLooks weird, feels weird to wear, but does the job well of sucking out the milk",0,2020-01-12
31237,"Medela Women's Easy Expression Bustier - for Comfortable, Hands-Free Breast Pumping, Compatible with All Medela Breast Pumps",4.4,3707,20.99,Fantastic,Ringoundine,5.0,United Kingdom,Colour Name: BlackSize Name: S,Verified Purchase,"Amazing product. As an “only pumping” mum, this is a life savour. It fits well and holds both part of the pump really well. I recommend it!",0,2019-12-14
31249,"Medela Women's Easy Expression Bustier - for Comfortable, Hands-Free Breast Pumping, Compatible with All Medela Breast Pumps",4.4,3707,20.99,Great help for expressing wife,Cptsparrow,5.0,United Kingdom,Colour Name: BlackSize Name: M,Verified Purchase,My wife was struggling with keeping the expressing kit stable until we bought this. Good quality and a huge help to her expressing.,0,2019-12-05
31257,"Medela Women's Easy Expression Bustier - for Comfortable, Hands-Free Breast Pumping, Compatible with All Medela Breast Pumps",4.4,3707,20.99,Doesn't have straps like in the picture,Christopher T.,3.0,United Kingdom,Colour Name: WhiteSize Name: L,Verified Purchase,Doesn't have straps like this n the picture but otherwise good quality and does the job!,0,2020-01-10
31286,"Medela Women's Easy Expression Bustier - for Comfortable, Hands-Free Breast Pumping, Compatible with All Medela Breast Pumps",4.4,3707,20.99,Great product,Khushboo Shah,5.0,United Kingdom,Colour Name: BlackSize Name: L,Verified Purchase,It was great really stretchy material so fit even the women on the larger side like me. Very useful so ur not holding the pump and can relax,0,2020-01-03
31300,"Medela Women's Easy Expression Bustier - for Comfortable, Hands-Free Breast Pumping, Compatible with All Medela Breast Pumps",4.4,3707,20.99,Not worth it,Tom,1.0,United Kingdom,Colour Name: WhiteSize Name: S,Verified Purchase,"Went with medelas size guide, not even close. No adjustment, not worth £25, went with Lonior, cheaper and much better fit",0,2020-02-18
31324,"Medela Women's Easy Expression Bustier - for Comfortable, Hands-Free Breast Pumping, Compatible with All Medela Breast Pumps",4.4,3707,20.99,Bubbles after a few washes,Gabriel Davies,3.0,United Kingdom,Colour Name: BlackSize Name: L,Verified Purchase,"This bra bubbles after a few washes. Also not the best support for the pump as I have to hold pump when bottles are 3,/4 full",0,2020-01-11
31332,"Medela Women's Easy Expression Bustier - for Comfortable, Hands-Free Breast Pumping, Compatible with All Medela Breast Pumps",4.4,3707,20.99,Not what I ordered,Amazon Customer,1.0,United Kingdom,Colour Name: WhiteSize Name: L,Verified Purchase,This is not what is shown in the photo... I was expecting it to have straps and as you can see no straps very disappointed that this is not what was delivered.,0,2020-01-07
31335,"Medela Women's Easy Expression Bustier - for Comfortable, Hands-Free Breast Pumping, Compatible with All Medela Breast Pumps",4.4,3707,20.99,Website image and description is misleading,MB,1.0,United Kingdom,Colour Name: WhiteSize Name: L,Verified Purchase,"The website image clearly displays medela branded straps, the item received is strapless - misleading and therefore not effective. This item needs to be revised on website.",0,2019-12-28
31349,"Medela Women's Easy Expression Bustier - for Comfortable, Hands-Free Breast Pumping, Compatible with All Medela Breast Pumps",4.4,3707,20.99,Better available.,THbuys,2.0,United Kingdom,Colour Name: WhiteSize Name: S,Verified Purchase,Poor quality and very tight. Does not wash well.,0,2020-03-27
31398,"Medela Women's Easy Expression Bustier - for Comfortable, Hands-Free Breast Pumping, Compatible with All Medela Breast Pumps",4.4,3707,20.99,What size to get as size guide is inaccurate. Also whether it works with other pumps.,Valentina Barbacci,3.0,United Kingdom,Colour Name: WhiteSize Name: M,,Nipple holes are not in the right place for size based on size guide. Doesn’t fit pump I have even though says it works for other non-Medela pumps. So check that your pump (if not Medela) has the suction cup part that comes apart from rest of pump otherwise you won’t be able to insert that part through the small hole in bra.,0,2019-12-20
31406,"Medela Women's Easy Expression Bustier - for Comfortable, Hands-Free Breast Pumping, Compatible with All Medela Breast Pumps",4.4,3707,20.99,Perfect,IM,5.0,United Kingdom,Colour Name: BlackSize Name: M,Verified Purchase,Love it,0,2020-01-18
31905,"Eye Complex 7: Lutein, Meso-Zeaxanthin, Zeaxanthin, NZ Blackcurrant, Bilberry, Goji & Eyebright – 4 Month Supply – UK Manufactured (120 Capsule Pouch)",4.6,448,nan,Great quality,Dedicated Book Lover,5.0,United Kingdom,Size Name: 120 Count (Pack of 1),Verified Purchase,"I now use a few different products from Time Health. The product seems to be of an excellent quality, and I'm especially appreciative to find natural, GMO free products made by a reliable company based in the UK.I had a high pressure read which scared me, so I began taking this. (I've also been doing some Chinese acupressure exercises to help things along.) My pressure levels decreased dramatically and my eye specialist approved of this supplement when I showed it to him. He was actually quite impressed with my general eye health. The packaging is perfect, and the bag seals extremely well. I'll continue to purchase from Time Health for sure. Highly recommended!",12,2020-03-25
31907,"Eye Complex 7: Lutein, Meso-Zeaxanthin, Zeaxanthin, NZ Blackcurrant, Bilberry, Goji & Eyebright – 4 Month Supply – UK Manufactured (120 Capsule Pouch)",4.6,448,nan,Important benefits taking these capsules.,gennepher,5.0,United Kingdom,Size Name: 120 Count (Pack of 1),Verified Purchase,"I have diabetes, and eye problems with the diabetes. I didn't want my eyes to get worse.
So I researched and came across this product.

I have been taking it for about 6 months now.

I won't be seeing my eye specialist for another 6 months, so I will find out then what difference there is in my sight and eye tests by taking these for a year will have made.

However, in the meantime I have definitely noticed a few things:

1. I have had very dry eyes for a few decades now. I have Sjogrens Syndrome. Even eyedrops didn't work well, no matter how many I used, or what make I used. These capsules have improved my dry eyes a lot, to the extent that I can feel the benefit now when I use eyedrops. I still have dry eyes, but they are made comfortable now with eyedrops. Before taking these capsules my eyes were agonisingly dry and stuck together at night and felt like sandpaper rubbing together. But those horrible sensations have now gone. This is after 6 months of taking these capsules.

2. I was having difficulty with driving this time of year when the early morning and later afternoon sun is low in the sky. This sun blinded me. In the end I avoided those times of day this time of year.
Not any more. I was driving into blinding early morning sun, for an important appointment. I was going to go a different route when I suddenly realised I wasn't being blinded by this sun. . It was still very bright with those rays, but I wasn't being blinded by it. I have been out more days with this low sun, and my eyes are fine with it now.

3. Another thing, my night time vision has improved as well. I had stopped driving at night. But I found myself driving back, the other day, in the dark because everything over ran. Then I realised the oncoming headlights were not blinding me any more.

4. I also had found tunnels hard to drive through because I couldn't see well in them. So I would take a very long route to avoid river tunnels. But I found myself driving through a tunnel because I couldn't face the long route that day. Suddenly I realised (it was the same tunnel as previously), that the light didn't seem dim any more. Also in my back garden (I watch the stars in the night sky), I found that I could see in the dark much better.

So with taking these eye capsules for the last 6 months, I have noticed an improvement in the 4 things above.

I will continue to take these capsules always.

If, after research you decide these capsules could help, then I would say give them a go. It has taken me 6 months taking them daily that has got me to this point of improvement.

When I see my eye specialist next, I will come back and report what my eye specialist says. He said that some things would get worse in my eyes, that it was a natural progression. I am hoping that in 6 months time that my eyes will be no worse than when he tested them 6 months ago. That is my hope.

*****

UPDATE August 2021
I said I would come back when I had seen the specialist again. But Covid-19 and lockdowns got in the way, and the eye hospital was not seeing patients.

I continued taking these capsules and recently I saw my hospital eye specialist again (they were seeing patients again). My eyes are continuing to do well. They are not getting worse like the specialist said they would. My specialist is pleased with my progress.

I am very pleased with these capsules.

Also because of Covid-19 and the lockdown, the NHS retinopathy team in Wales were not monitoring patients. I should have had their eye checks because of my diabetes but they were not doing them. However, recently, just before my hospital eye appointment my opticians offered a similar test to check my eyes. I decided to pay for it. My optician showed me the results, and he said to carry on whatever I was doing because it was working for my eyes. My eyes were improved and I had stopped the natural progression my hospital specialist said was inevitable.

I shall continue with these capsules.

Thank you
gennepher",87,2019-12-21
