,Product,Overall Stars,Number of Reviews,Price,Title of Review,Name,Individual Review,Location,State,Review,Helpful,Date
36534,"Digital Photo Frame 10 inch, Zeccinow Digital Picture Frame with 1920 x 1080 FHD IPS Display, Support Photo/Music/Video Player/Calendar/Alarm, Auto Rotate Electronic Picture Frame with Remote Control",4.4,119,76.99,As described,Shez Shaikh,5.0,United Kingdom,Verified Purchase,Very easy,0,2020-02-26
36541,"Digital Photo Frame 10 inch, Zeccinow Digital Picture Frame with 1920 x 1080 FHD IPS Display, Support Photo/Music/Video Player/Calendar/Alarm, Auto Rotate Electronic Picture Frame with Remote Control",4.4,119,76.99,Practical and easy to download,Amazon Customer,5.0,United Kingdom,Verified Purchase,Exactly as described. Very easy to download.,0,2020-01-22
36542,"Digital Photo Frame 10 inch, Zeccinow Digital Picture Frame with 1920 x 1080 FHD IPS Display, Support Photo/Music/Video Player/Calendar/Alarm, Auto Rotate Electronic Picture Frame with Remote Control",4.4,119,76.99,Always Useful,Raechel B. Hart,5.0,United Kingdom,Verified Purchase,Perfect gift when you don’t know what to buy,0,2020-01-23
36672,"Digital Photo Frame 10 inch, Zeccinow Digital Picture Frame with 1920 x 1080 FHD IPS Display, Support Photo/Music/Video Player/Calendar/Alarm, Auto Rotate Electronic Picture Frame with Remote Control",4.4,119,76.99,What is the point of this review?,David Williams,1.0,United Kingdom,Verified Purchase,How do I review a printable item?????  Do I complain about the print quality of my own printer? No!,0,2020-01-07
36719,"Digital Photo Frame 10 inch, Zeccinow Digital Picture Frame with 1920 x 1080 FHD IPS Display, Support Photo/Music/Video Player/Calendar/Alarm, Auto Rotate Electronic Picture Frame with Remote Control",4.4,119,76.99,present,Eamon McGhee,5.0,United Kingdom,Verified Purchase,good way to give a present,0,2020-01-17
36814,"Digital Photo Frame 10 inch, Zeccinow Digital Picture Frame with 1920 x 1080 FHD IPS Display, Support Photo/Music/Video Player/Calendar/Alarm, Auto Rotate Electronic Picture Frame with Remote Control",4.4,119,76.99,It was easy,Shane Aurousseau,5.0,United Kingdom,Verified Purchase,It was easy,0,2020-01-19
36830,"Digital Photo Frame 10 inch, Zeccinow Digital Picture Frame with 1920 x 1080 FHD IPS Display, Support Photo/Music/Video Player/Calendar/Alarm, Auto Rotate Electronic Picture Frame with Remote Control",4.4,119,76.99,Convenient,Amazon Customer,5.0,United Kingdom,Verified Purchase,Convenient,0,2020-02-06
36857,"Digital Photo Frame 10 inch, Zeccinow Digital Picture Frame with 1920 x 1080 FHD IPS Display, Support Photo/Music/Video Player/Calendar/Alarm, Auto Rotate Electronic Picture Frame with Remote Control",4.4,119,76.99,Herbert,Harvey Maule,5.0,United Kingdom,Verified Purchase,makes birthday presents a breeze!,0,2020-02-05
36905,"Digital Photo Frame 10 inch, Zeccinow Digital Picture Frame with 1920 x 1080 FHD IPS Display, Support Photo/Music/Video Player/Calendar/Alarm, Auto Rotate Electronic Picture Frame with Remote Control",4.4,119,76.99,Simple and easy,David Botham,5.0,United Kingdom,Verified Purchase,Emailed nice and easy no issues,0,2020-01-30
36961,"Digital Photo Frame 10 inch, Zeccinow Digital Picture Frame with 1920 x 1080 FHD IPS Display, Support Photo/Music/Video Player/Calendar/Alarm, Auto Rotate Electronic Picture Frame with Remote Control",4.4,119,76.99,versatile,Andreas Savvides,5.0,United Kingdom,Verified Purchase,great flexibility,0,2020-02-07
36962,"Digital Photo Frame 10 inch, Zeccinow Digital Picture Frame with 1920 x 1080 FHD IPS Display, Support Photo/Music/Video Player/Calendar/Alarm, Auto Rotate Electronic Picture Frame with Remote Control",4.4,119,76.99,easy to use,Amazon Customer,5.0,United Kingdom,Verified Purchase,easy and convient,0,2020-01-13
36967,"Digital Photo Frame 10 inch, Zeccinow Digital Picture Frame with 1920 x 1080 FHD IPS Display, Support Photo/Music/Video Player/Calendar/Alarm, Auto Rotate Electronic Picture Frame with Remote Control",4.4,119,76.99,Great,Eamonn,5.0,United Kingdom,Verified Purchase,Great,0,2020-03-06
37655,"Victor M250S No Touch, No See Upgraded Electronic Mousetrap Black",3.8,6968,34.99,Mice and shrews,John Duffy,4.0,United Kingdom,Verified Purchase,"I’d a problem with small rodents in both attics in my home. Ordinary traps were of no use. Bait was being eaten without setting off the traps and I was having no luck with catching anything. In my utility room I have dry dog food for my Alsatian, Rex. Rodents were travelling between the attics and the utility room to feast on kibble and return to the attic. I bought the Victor electronic trap and set it up. Two weeks later I caught a shrew. As it turned out the shrew was too small to catch in your typical mouse trap. So, all in all a victory. Usually, I would catch up to 6 mice per year in your standard mouse trap. I see the best set-up of typical mouse traps in addition to the electronic trap, to be ideal. Mice that are shy of standard traps, or smaller rodents (the shrew), are more likely to be trapped by the electronic trap. Provided you check, and empty, the electronic trap regularly, you should have no trouble with decomposition of a rodent in your trap. I give this electronic trap 4 stars!",0,2020-03-05
37656,"Victor M250S No Touch, No See Upgraded Electronic Mousetrap Black",3.8,6968,34.99,JOB DONE!!!,Oliver Rawding,5.0,United Kingdom,Verified Purchase,"We have had this make of trap before and required some more for a winter increase in mice indoors. These suckers never seem to fail. I have read plenty of mixed reviews but I just don't get it. Over a one week period 11 mice shuffled off this mortal coil and went to join their maker. I have now not seen 1 mouse or signs of since then. Think I might have got them!The good thing about these traps is that there is no scraping bits of mice off the traps or off the walls when they've been 'mushed' in a mechanical trap or the smell of decaying mouse when they've made it to a nice out of reach spot to die after being poisoned. The one thing I would say the BEST thing, by far, to bait these traps with is peanut. And I can say that the mice couldn't give a stuff if it's cheap, expensive, nutty, smooth or even organic.",1,2020-04-01
37657,"Victor M250S No Touch, No See Upgraded Electronic Mousetrap Black",3.8,6968,34.99,"Mice 1, Us 2, after extra time",Jay Behr,5.0,United Kingdom,Verified Purchase,"A collection of mice moved into the shed and proceeded to tear into everything like an ageing rock star smashing up a hotel room.  The mess was indescribable, although I can try - they basically shredded almost everything and what the couldn't shred they used as a toilet.  Cleared all the mess out and wanted a trap that would be fast and humane, but which wouldn't muck about.  So, on a friend's advice, we got this ... baited with peanut butter and it works a treat.  Light didn't flash when making a kill though so still have to check daily but that's a good habit to get into - the only thing that smells worse than a live mouse's pee is a dead mouse.  No mess because it doesn't physically injured the mouse, just electrocutes them.  No idea on battery life yet as we've not had it long enough, but it does what it claims to, and to all mice in the area I'd just like to say You Have Been Warned - we're kindly folk but if you smash our shed up we're going to war.  Capice?",1,2019-12-05
37661,"Victor M250S No Touch, No See Upgraded Electronic Mousetrap Black",3.8,6968,34.99,Definitely effective.,Niko,4.0,United Kingdom,Verified Purchase,"Mice in the attic is not something anyone wants to hear. We're kept awake every year in the lead up to winter by gnawing and scratching above our heads. Poison is usually effective but ultimately means that there are mouse corpses rotting away somewhere and not something I want.

I bought this, set it up and on the first night caught one of the little buggers. It's simple to use and clearly very effective at doing its thing.

Pros
- Effective at its job. No more partially murdered rodents dragging their sorry selves around in pain. Zap and done.
- No mess. Other traps can leave a real mess, snap traps can basically eviscerate/behead mice. We've had it and I'd rather not have it again.
- Easy. Whack in the batteries. Put the bait on the bait spot. Put it in area they run through. Turn it on.
- Quick clean/reload, no touching disease/lice ridden bodies. Open the top, empty into bin and repeat above (minus batteries)
- Pretty humane. It's sad to have to kill animals but ultimately live catch traps mean one of two things, they're coming back or infesting someone else's house depending on how far away you take them OR they are probably going to be attacked or vulnerable without a nest/knowledge of where food is out in the wild if they were born and raised in your attic in winter. Snap traps can do half a job and it's not pretty. This thing either works or they get a jolt, either way it's over quickly.
-The trap isn't going anywhere. With snap traps they can sometimes easily survive long enough to drag themselves and the trap behind kitchen cabinets/under fridges and be lost to rot away somewhere, plus you just lost your trap. With this they are not moving it anywhere.

Cons
- Even on offer it's kind of pricey. Decent snap traps can be picked up for pennies on the pound and you can have multiple traps going. £20 is not something you're going to double down on too much. This feeds into the next problem.
- Lack of repeatability. Once the trap has done its job it's out of action, in fact other mice will quite happily climb over its furry friend to steal the bait he/she was trying to get. This wouldn't be an issue if they were a bit cheaper so you could put multiples down but they are not. Frankly there really isn't any excuse for this price, the electronics inside can be found inside of poundland fly swatters and it doesn't even include batteries. Either make the trap a repeater (like the much more expensive and way overpriced big brother version of this one that costs about £50) or make it reasonable please, your brand name isn't *that* reputable. I hate to say it but mice are rarely alone and can breed like... well mice. Trap many or GTFO unfortunately.

Summary/TLDR

Would I buy it again? Probably. It works. It's effective. It's easy. It's less messy in multiple senses of the word.

However it is over priced and not really a practical option for dealing with an infestation, they will literally breed faster than you could kill and check traps in all but the most convenient locations. If you're not squeemish, have loose morals about killing vermin humanely or are on a budget just get a ton of snap traps/wildlife friendly poison and get the job done.
If you",3,2019-12-10
37666,"Victor M250S No Touch, No See Upgraded Electronic Mousetrap Black",3.8,6968,34.99,It works.,Amazon Customer,5.0,United Kingdom,Verified Purchase,"Using Duracell rechargeable batteries it managed two kills in five days. Could not rejoice as they were  good looking mice and I had ended their life. Should add that I have used the 'humane ' ones in the past,  trap and let go , but having seen a photo taken by a Quick fit service person of the air filter housing in my wife's car (she lays it up for winter) full of peanuts........",1,2020-01-05
37669,"Victor M250S No Touch, No See Upgraded Electronic Mousetrap Black",3.8,6968,34.99,Very good product,Amazon Customer,5.0,United Kingdom,Verified Purchase,Delighted with this we found droppings in the garage - the trap is easy to use the mice do die but I think it’s quick and hopefully pain free. You add a small amount of peanut butter and put it where you think they have been. It lasts for weeks we had 3 mice and no trouble since.  It’s pretty sturdy and even when stepped on my accident it held its own.,0,2020-03-26
37670,"Victor M250S No Touch, No See Upgraded Electronic Mousetrap Black",3.8,6968,34.99,Worth the purchase...,MS,5.0,United Kingdom,Verified Purchase,"Like most people on here... I had my doubts but from most of the positive reviews, it is true.... This Victor M250S WORKS... within 24hours I had caught my little friend.... Be sure to bait the mouse with small bits of crisp. It needs 4 x AA batteries....UPDATE: 15/JAN/2020I've had the batteries in my Victor M250 for 5 days and have caught 5 mice (3 in 24 hours), I would recommend this to anyone with issues with mice... You can upgrade to M260 which catches at least 10 in it's casing.",0,2020-01-10
37677,"Victor M250S No Touch, No See Upgraded Electronic Mousetrap Black",3.8,6968,34.99,First catch in 2 days. Well worth buying!,El_Bandito,5.0,United Kingdom,Verified Purchase,Simple and easy to set up. I used a pair of gloves to bait and set the trap as the leaflet advised to keep human scent off the device. Instead of using peanut butter as Victor advise I was encouraged to put a bit of Milky Way into the trap. So after 2 days of being smug that nothing had worked I hear a strange bzzzzzzzt (pause) bzzzzzzzt sound in the kitchen. One successful trap. Emptying and reloading the chamber takes only a few moments and the device is back in-situ ready to trap again.,0,2020-02-11
37681,"Victor M250S No Touch, No See Upgraded Electronic Mousetrap Black",3.8,6968,34.99,Mice avoid it,Mathias,1.0,United Kingdom,Verified Purchase,"No mice entered the tunnel even when the trap was baited and used per instructions. So I bought simple snap traps which work. Mice might be freaked out by the size of the tunnel, or the faint noise the inverter in the device makes.",0,2020-01-30
37683,"Victor M250S No Touch, No See Upgraded Electronic Mousetrap Black",3.8,6968,34.99,It actually works,tressa Griffin,5.0,United Kingdom,Verified Purchase,"We wasn't to sure about this when we bought it, however we caught a mouse in it...its not for the faint hearted as I did not like to hear the mouse being electrocuted  :(  even though it did its job ..still would recommend if you have problems just not my ideal trap.",0,2020-02-16
37688,"Victor M250S No Touch, No See Upgraded Electronic Mousetrap Black",3.8,6968,34.99,This is the trap to get!!!!,Heidi.F,5.0,United Kingdom,Verified Purchase,"This is a brilliant device, I'd been tormented by the four legged critter for days tried catching it several ways but it wasn't having any of it. Got these as a last resort less than 24 hours of setting the traps up.... Well sed mouse is no more. Great product very easy to set up, and a very quick kill, and the best part disposal of the mice are so easy just open and tip, don't even need to see it. A******* in my books.",0,2019-12-05
37690,"Victor M250S No Touch, No See Upgraded Electronic Mousetrap Black",3.8,6968,34.99,CAUGHT NOTHING,tracy,1.0,United Kingdom,Verified Purchase,"So disappointing and I feel a waste of money.  thinking how much poison i could have paid for at the same price.although I was hoping for a poison free solution, its not happening here",0,2020-01-11
37693,"Victor M250S No Touch, No See Upgraded Electronic Mousetrap Black",3.8,6968,34.99,Not sure,Anita,2.0,United Kingdom,Verified Purchase,I think is too small for rats. Didn't catch any so I don't know.,0,2020-03-02
37695,"Victor M250S No Touch, No See Upgraded Electronic Mousetrap Black",3.8,6968,34.99,Waste of money,James Montgomerie,1.0,United Kingdom,Verified Purchase,"Didn’t catch any mice and was very expensive, wish I hadn’t bought it. Stick with the traditional type",0,2019-12-28
37698,"Victor M250S No Touch, No See Upgraded Electronic Mousetrap Black",3.8,6968,34.99,Highly recommended.,David F,4.0,United Kingdom,Verified Purchase,"A vast improvement over earlier models, especially in terms of ease of cleaning.",0,2020-02-20
37699,"Victor M250S No Touch, No See Upgraded Electronic Mousetrap Black",3.8,6968,34.99,Best mouse trap,bazzer,5.0,United Kingdom,Verified Purchase,Where other traditional spring mouse traps failed this one caught them with 100% record. Strongly recommend. It's a bit costly but boy it is efficient!,0,2020-01-22
37700,"Victor M250S No Touch, No See Upgraded Electronic Mousetrap Black",3.8,6968,34.99,Quick and simple,pam crisp,5.0,United Kingdom,Verified Purchase,Fantastic!  Tried the old fashioned mouse traps with no luck and bought 2 of these and we caught 20!,0,2019-12-27
37703,"Victor M250S No Touch, No See Upgraded Electronic Mousetrap Black",3.8,6968,34.99,Developed by RSPCA?,Ivan,2.0,United Kingdom,Verified Purchase,Didn't workMice managed to clear out bait without any impact on their health and wellbeing.,0,2020-01-23
37704,"Victor M250S No Touch, No See Upgraded Electronic Mousetrap Black",3.8,6968,34.99,Not bad,Amazon Customer,5.0,United Kingdom,Verified Purchase,Only good result on using peanut butter and tiny mice,0,2019-12-13
37705,"Victor M250S No Touch, No See Upgraded Electronic Mousetrap Black",3.8,6968,34.99,Easy to set up and worked within 10 mins!,m ibrahim,5.0,United Kingdom,Verified Purchase,Item is really easy to use. I added a tiny bit of peanut butter to the bait bucket and then smeared a little to the entrance of the trap.Placed it where i last saw a mouse and ten mins later saw the green flashing light which indicates a catch. It was easy to open the compartment and empty the zapped mouse in to a bag to dispose.,0,2019-12-29
